COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Federica DEL BUONO,ITA,31.0,16.69,34.67,52.28,1:10.36,1:28.66,1:46.95,2:05.32,2:23.62,2:41.99,3:00.27,3:18.21,3:36.08,3:54.02,4:12.05,4:29.67,4:47.63,5:05.63,5:23.85,5:41.88,6:00.17,6:18.57,6:37.01,6:55.41,7:13.88,7:32.41,7:51.19,8:09.62,8:28.27,8:46.76,9:05.16,9:23.56,9:42.21,10:00.98,10:19.96,10:38.20,10:56.91,11:15.64,11:34.69,11:53.32,12:10.66,12:28.57,12:46.32,13:03.96,13:21.60,13:38.99,13:56.15,14:13.60,14:31.59,14:49.55,15:08.48
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Ririka HIRONAKA,JPN,25.0,16.68,34.36,51.91,1:09.31,1:26.86,1:44.81,2:02.36,2:19.83,2:37.41,2:55.28,3:12.89,3:30.32,3:48.14,4:05.91,4:23.80,4:41.70,4:59.44,5:17.44,5:35.37,5:53.40,6:11.62,6:30.09,6:48.41,7:06.79,7:24.95,7:43.48,8:01.82,8:20.23,8:38.83,8:57.41,9:16.01,9:35.18,9:54.17,10:13.12,10:31.63,10:50.52,11:09.42,11:28.57,11:47.44,12:06.19,12:24.98,12:44.55,13:03.31,13:21.38,13:38.71,13:56.40,14:14.92,14:33.91,14:52.53,15:10.68
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Regan YEE,CAN,30.0,17.22,35.13,53.02,1:11.26,1:29.85,1:48.69,2:07.32,2:25.14,2:43.14,3:01.22,3:19.11,3:37.13,3:55.15,4:13.14,4:30.71,4:48.62,5:06.75,5:24.95,5:42.90,6:01.26,6:19.59,6:38.05,6:56.42,7:14.91,7:33.47,7:52.03,8:10.49,8:29.02,8:47.40,9:06.09,9:24.31,9:42.78,10:01.57,10:20.54,10:38.96,10:57.50,11:16.29,11:35.07,11:53.67,12:12.01,12:30.75,12:49.45,13:07.96,13:26.74,13:45.95,14:05.04,14:22.41,14:39.87,14:56.81,15:12.30
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Diane VAN ES,NED,26.0,18.15,36.16,54.54,1:12.58,1:30.90,1:49.37,2:07.88,2:25.92,2:43.90,3:02.01,3:20.04,3:38.29,3:56.28,4:14.34,4:31.83,4:49.68,5:07.95,5:25.94,5:44.02,6:02.46,6:20.67,6:39.13,6:57.41,7:16.07,7:34.46,7:53.02,8:11.46,8:29.96,8:48.32,9:06.36,9:24.59,9:43.04,10:01.84,10:20.80,10:39.11,10:57.75,11:16.52,11:35.19,11:53.64,12:11.40,12:29.56,12:47.51,13:05.49,13:24.04,13:42.84,14:01.50,14:20.14,14:38.32,14:55.58,15:12.57
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Micol MAJORI,ITA,27.0,17.07,35.47,53.59,1:12.06,1:30.52,1:49.11,2:07.57,2:25.51,2:43.49,3:01.57,3:19.60,3:38.01,3:56.09,4:14.06,4:31.69,4:50.03,5:08.27,5:26.20,5:44.48,6:02.70,6:21.05,6:39.36,6:57.71,7:16.38,7:34.68,7:53.33,8:11.80,8:30.23,8:48.70,9:06.79,9:25.11,9:43.49,10:02.31,10:21.28,10:39.73,10:58.24,11:17.05,11:35.81,11:54.33,12:12.38,12:30.32,12:48.93,13:07.44,13:26.21,13:45.35,14:04.22,14:22.19,14:40.17,14:57.48,15:14.66
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Jana VAN LENT,BEL,24.0,18.08,36.12,54.35,1:12.32,1:30.50,1:48.29,2:06.09,2:23.92,2:42.08,3:00.08,3:17.68,3:35.60,3:53.57,4:11.55,4:29.22,4:47.17,5:05.19,5:23.37,5:41.41,5:59.70,6:18.06,6:36.56,6:54.89,7:13.42,7:31.96,7:50.77,8:09.26,8:27.86,8:46.34,9:04.85,9:23.13,9:41.92,10:00.77,10:19.70,10:37.90,10:56.64,11:15.46,11:34.46,11:53.04,12:10.99,12:29.31,12:47.89,13:06.35,13:24.84,13:43.24,14:01.88,14:20.28,14:38.61,14:56.77,15:14.93
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Innes FITZGERALD,GBR,19.0,18.96,37.06,55.66,1:13.02,1:31.25,1:49.76,2:08.59,2:26.33,2:44.32,3:02.39,3:20.30,3:38.63,3:56.62,4:14.62,4:32.29,4:50.06,5:08.24,5:26.03,5:44.28,6:02.53,6:20.86,6:39.02,6:57.31,7:15.87,7:34.26,7:52.81,8:11.38,8:29.79,8:48.30,9:06.51,9:24.79,9:43.15,10:02.17,10:20.81,10:39.42,10:58.03,11:16.81,11:35.49,11:54.00,12:11.78,12:29.86,12:47.84,13:05.91,13:24.12,13:42.64,14:01.22,14:19.99,14:38.99,14:57.46,15:15.83
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Anisleidis OCHOA,CUB,25.0,16.84,35.04,52.84,1:11.19,1:29.75,1:48.67,2:07.40,2:25.91,2:43.77,3:01.83,3:19.95,3:38.28,3:56.38,4:14.59,4:32.29,4:50.33,5:08.55,5:26.70,5:45.05,6:03.25,6:21.61,6:39.96,6:58.54,7:17.05,7:35.67,7:54.18,8:12.92,8:31.67,8:51.08,9:10.46,9:29.66,9:49.03,10:08.56,10:27.69,10:47.08,11:06.67,11:26.22,11:45.71,12:05.26,12:25.00,12:44.51,13:03.88,13:23.38,13:42.71,14:01.75,14:20.51,14:38.98,14:57.18,15:14.62,15:31.35
outdoor,,2025,18 September 2025,26,75,women,5000-metres,heats,2.0,Mariana MACHADO,POR,25.0,18.57,36.89,55.55,1:13.17,1:31.36,1:49.85,2:08.35,2:26.38,2:44.50,3:02.49,3:20.70,3:38.92,3:56.90,4:15.06,4:32.90,4:50.80,5:08.88,5:27.06,5:45.29,6:03.82,6:22.70,6:41.56,7:00.70,7:19.86,7:39.34,7:58.65,8:17.98,8:37.22,8:56.75,9:16.16,9:35.48,9:54.92,10:14.62,10:33.90,10:53.29,11:12.94,11:32.46,11:51.89,12:11.26,12:30.71,12:50.25,13:09.49,13:28.52,13:47.79,14:07.14,14:26.26,14:45.12,15:03.63,15:21.77,15:39.61
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Isaac KIMELI,BEL,32.0,16.11,32.18,48.98,1:06.18,1:23.16,1:39.55,1:55.81,2:12.34,2:28.41,2:44.52,3:00.79,3:17.33,3:33.86,3:50.52,4:07.08,4:23.71,4:40.65,4:57.12,5:13.82,5:30.48,5:47.27,6:03.06,6:19.53,6:36.37,6:52.88,7:09.55,7:26.25,7:42.57,7:59.17,8:15.06,8:30.17,8:45.19,9:00.55,9:15.67,9:30.99,9:46.26,10:01.51,10:16.67,10:32.00,10:47.70,11:03.05,11:18.42,11:33.55,11:48.49,12:03.56,12:17.97,12:32.03,12:45.94,12:59.97,13:13.06
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Mathew Kipchumba KIPSANG,KEN,30.0,16.36,32.51,49.17,1:06.44,1:23.36,1:39.90,1:56.23,2:12.75,2:29.56,2:45.20,3:01.72,3:18.18,3:34.71,3:51.09,4:07.43,4:23.96,4:40.99,4:57.55,5:14.26,5:31.04,5:47.37,6:03.41,6:19.93,6:36.60,6:53.12,7:09.65,7:26.42,7:42.79,7:59.55,8:15.39,8:30.39,8:45.46,9:00.67,9:15.65,9:30.83,9:46.02,10:01.19,10:16.56,10:31.78,10:47.47,11:02.77,11:18.10,11:33.12,11:48.33,12:03.33,12:17.71,12:31.87,12:45.75,12:59.81,13:13.33
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Cole HOCKER,USA,24.0,15.06,30.89,47.62,1:04.33,1:20.99,1:37.54,1:53.82,2:10.43,2:26.88,2:43.11,2:59.27,3:15.74,3:32.30,3:49.00,4:05.47,4:21.95,4:38.86,4:55.56,5:12.22,5:28.93,5:45.63,6:02.38,6:18.94,6:35.68,6:52.51,7:09.15,7:25.74,7:42.12,7:58.70,8:14.65,8:29.64,8:44.77,9:00.04,9:15.07,9:30.25,9:45.86,10:01.25,10:16.65,10:32.00,10:47.64,11:02.89,11:18.25,11:33.32,11:48.37,12:03.36,12:17.93,12:32.40,12:46.22,13:00.19,13:13.41
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Nico YOUNG,USA,23.0,15.31,31.15,47.90,1:04.77,1:21.43,1:37.99,1:54.29,2:10.90,2:27.33,2:43.58,2:59.74,3:16.20,3:32.70,3:49.50,4:05.96,4:22.45,4:39.37,4:56.06,5:12.68,5:29.42,5:46.09,6:02.79,6:19.38,6:36.16,6:52.91,7:09.61,7:26.47,7:42.77,7:59.36,8:15.31,8:30.85,8:45.89,9:01.33,9:16.11,9:31.20,9:45.77,10:00.94,10:16.27,10:31.63,10:47.27,11:02.54,11:17.80,11:32.89,11:48.00,12:02.96,12:17.44,12:31.62,12:45.78,13:00.10,13:13.51
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Ky ROBINSON,AUS,24.0,15.22,31.13,47.96,1:05.01,1:21.92,1:38.45,1:54.73,2:11.33,2:27.83,2:44.06,3:00.15,3:16.66,3:33.18,3:49.95,4:06.36,4:22.92,4:39.75,4:56.14,5:13.09,5:29.89,5:46.53,6:03.40,6:20.03,6:36.75,6:53.31,7:09.92,7:26.64,7:42.35,7:59.08,8:14.90,8:29.99,8:45.23,9:00.43,9:15.48,9:30.70,9:46.10,10:01.55,10:16.92,10:32.35,10:47.89,11:03.13,11:18.65,11:33.99,11:48.61,12:03.55,12:18.00,12:32.23,12:46.02,13:00.14,13:13.60
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Hagos GEBRHIWET,ETH,31.0,15.93,31.90,48.68,1:05.87,1:22.76,1:39.48,1:55.80,2:12.67,2:29.11,2:44.81,3:00.99,3:17.56,3:34.13,3:50.73,4:07.30,4:23.92,4:40.85,4:57.33,5:14.05,5:30.77,5:47.52,6:03.23,6:19.76,6:36.58,6:53.36,7:09.47,7:26.36,7:42.95,7:59.89,8:15.83,8:31.52,8:46.42,9:01.89,9:16.03,9:31.03,9:46.10,10:01.38,10:16.81,10:32.22,10:47.63,11:03.00,11:18.30,11:33.32,11:48.17,12:03.18,12:17.55,12:31.77,12:45.60,12:59.69,13:13.73
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Mike FOPPEN,NED,29.0,16.94,33.08,50.32,1:06.96,1:24.15,1:40.46,1:56.87,2:13.29,2:29.87,2:45.48,3:01.84,3:18.02,3:34.48,3:50.92,4:07.52,4:24.16,4:41.05,4:57.52,5:14.22,5:31.00,5:47.65,6:03.77,6:20.57,6:37.19,6:54.12,7:10.45,7:27.27,7:43.38,7:59.86,8:15.90,8:31.68,8:46.58,9:02.06,9:16.83,9:31.93,9:47.00,10:02.22,10:17.41,10:32.84,10:48.27,11:03.51,11:18.86,11:34.10,11:48.94,12:03.97,12:18.49,12:32.84,12:46.71,13:00.59,13:13.97
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Etienne DAGUINOS,FRA,26.0,16.05,32.75,49.84,1:06.70,1:23.61,1:40.03,1:56.45,2:13.13,2:29.34,2:45.45,3:02.01,3:18.31,3:34.79,3:50.68,4:07.01,4:23.51,4:40.36,4:57.02,5:13.77,5:30.52,5:47.37,6:03.65,6:20.33,6:36.89,6:53.56,7:10.08,7:26.90,7:43.04,7:59.57,8:15.51,8:30.87,8:45.88,9:01.22,9:15.92,9:31.22,9:46.41,10:01.74,10:17.03,10:32.38,10:47.91,11:03.13,11:18.58,11:33.78,11:48.64,12:03.80,12:18.18,12:32.69,12:46.45,13:00.58,13:14.87
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Andreas ALMGREN,SWE,30.0,15.48,31.39,48.22,1:05.15,1:22.15,1:38.72,1:55.13,2:11.73,2:28.17,2:44.34,3:00.55,3:17.14,3:33.57,3:50.36,4:06.80,4:23.35,4:40.14,4:56.77,5:13.51,5:30.29,5:47.18,6:02.78,6:19.31,6:36.08,6:52.63,7:09.30,7:25.95,7:42.20,7:58.78,8:14.48,8:29.42,8:44.54,8:59.78,9:14.87,9:30.04,9:45.59,10:00.84,10:16.16,10:31.53,10:47.16,11:02.44,11:17.67,11:32.84,11:47.95,12:02.86,12:17.61,12:31.95,12:46.03,13:00.40,13:16.38
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Santiago CATROFE,URU,27.0,15.10,31.02,47.74,1:04.53,1:21.14,1:37.75,1:54.05,2:10.64,2:27.08,2:43.38,2:59.53,3:15.96,3:32.54,3:49.25,4:05.72,4:22.17,4:39.08,4:55.83,5:12.45,5:29.16,5:45.84,6:02.61,6:19.19,6:35.91,6:52.72,7:09.41,7:25.96,7:42.35,7:58.96,8:14.78,8:29.83,8:45.00,9:00.27,9:15.29,9:30.45,9:45.75,10:01.06,10:16.41,10:31.78,10:47.38,11:02.66,11:17.93,11:33.09,11:48.14,12:03.18,12:17.82,12:32.39,12:46.90,13:01.89,13:17.26
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Dominic Lokinyomo LOBALU,SUI,27.0,15.70,31.67,48.44,1:05.42,1:22.43,1:39.03,1:55.49,2:12.24,2:28.62,2:44.79,3:01.39,3:17.95,3:34.86,3:51.31,4:07.95,4:24.43,4:41.38,4:57.04,5:13.62,5:30.24,5:46.96,6:03.43,6:20.28,6:37.04,6:53.93,7:10.31,7:27.20,7:42.94,7:59.69,8:15.66,8:31.30,8:46.15,9:01.65,9:16.37,9:31.52,9:46.51,10:01.94,10:17.26,10:32.67,10:48.16,11:03.66,11:19.09,11:34.46,11:49.41,12:04.57,12:19.26,12:33.66,12:48.33,13:03.52,13:19.57
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Narve Gilje NORDÅS,NOR,27.0,16.30,32.98,50.08,1:06.77,1:23.97,1:40.26,1:56.64,2:13.26,2:30.06,2:45.91,3:02.47,3:18.71,3:35.45,3:51.69,4:08.32,4:24.86,4:41.82,4:58.08,5:14.72,5:31.38,5:48.11,6:04.31,6:20.97,6:37.60,6:54.67,7:10.79,7:27.51,7:43.68,8:00.24,8:16.42,8:32.16,8:47.12,9:02.57,9:17.58,9:32.78,9:47.91,10:03.47,10:18.54,10:33.93,10:49.66,11:05.55,11:20.36,11:35.27,11:50.12,12:05.12,12:20.37,12:36.02,12:52.11,13:08.67,13:25.00
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Keneth KIPROP,UGA,20.0,15.54,31.60,48.57,1:05.68,1:22.54,1:39.29,1:55.64,2:12.39,2:28.77,2:45.06,3:01.51,3:17.95,3:34.45,3:51.26,4:07.67,4:24.26,4:41.18,4:57.64,5:14.50,5:31.27,5:47.93,6:03.92,6:20.66,6:37.00,6:53.95,7:10.08,7:26.97,7:43.06,7:59.53,8:15.62,8:31.45,8:46.61,9:02.08,9:16.97,9:32.33,9:47.44,10:03.12,10:18.62,10:34.17,10:49.66,11:05.47,11:20.84,11:36.04,11:51.45,12:07.21,12:22.74,12:38.03,12:53.22,13:08.68,13:25.15
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Jacob KROP,KEN,24.0,16.70,33.68,50.78,1:07.62,1:25.12,1:41.64,1:58.21,2:14.93,2:31.67,2:47.89,3:04.15,3:20.46,3:36.91,3:53.14,4:09.31,4:25.62,4:42.38,4:58.70,5:15.20,5:31.73,5:48.79,6:04.68,6:21.02,6:37.35,6:54.26,7:10.39,7:27.20,7:43.33,7:59.93,8:16.07,8:31.92,8:47.28,9:03.00,9:18.36,9:33.97,9:49.69,10:05.36,10:21.07,10:36.54,10:52.26,11:07.95,11:23.53,11:39.11,11:54.57,12:10.31,12:25.65,12:40.94,12:56.42,13:12.51,13:28.73
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Nagiya MORI,JPN,26.0,16.58,33.36,50.52,1:07.23,1:24.40,1:40.67,1:57.10,2:13.57,2:30.26,2:46.17,3:02.70,3:18.97,3:35.63,3:51.91,4:08.56,4:25.11,4:42.06,4:58.34,5:14.95,5:31.66,5:48.38,6:04.53,6:21.23,6:37.77,6:54.93,7:11.02,7:27.77,7:43.88,8:00.50,8:16.70,8:32.31,8:47.32,9:02.75,9:17.09,9:32.13,9:46.75,10:02.16,10:17.48,10:33.02,10:48.59,11:03.97,11:19.33,11:35.28,11:51.66,12:08.37,12:25.34,12:41.49,12:58.11,13:13.91,13:29.44
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Florian BREMM,GER,25.0,15.50,31.86,48.90,1:05.99,1:22.96,1:39.70,1:56.11,2:12.92,2:29.79,2:45.68,3:02.21,3:18.46,3:35.10,3:51.48,4:08.12,4:24.66,4:41.64,4:57.80,5:14.43,5:31.15,5:47.92,6:04.00,6:20.71,6:37.43,6:54.41,7:10.28,7:27.09,7:43.27,7:59.96,8:16.11,8:31.86,8:46.83,9:02.35,9:17.37,9:32.56,9:47.72,10:03.37,10:18.44,10:33.69,10:49.47,11:05.57,11:21.47,11:37.99,11:54.57,12:11.69,12:29.14,12:46.18,13:03.03,13:17.75,13:31.09
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Brian FAY,IRL,27.0,15.76,32.08,47.83,1:04.82,1:21.67,1:38.22,1:54.51,2:11.11,2:27.58,2:43.83,2:59.94,3:16.43,3:32.95,3:49.72,4:06.15,4:22.68,4:39.56,4:56.27,5:12.89,5:29.64,5:46.33,6:03.08,6:19.74,6:36.51,6:53.15,7:09.85,7:26.67,7:42.35,7:59.06,8:15.21,8:30.42,8:45.68,9:01.02,9:16.59,9:32.17,9:47.93,10:03.96,10:19.71,10:35.59,10:52.06,11:08.71,11:25.51,11:41.84,11:58.67,12:15.63,12:32.44,12:47.90,13:02.74,13:17.39,13:31.12
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Seth O'DONNELL,AUS,24.0,15.42,31.39,48.18,1:05.13,1:22.04,1:38.65,1:54.94,2:11.53,2:27.98,2:44.23,3:00.40,3:16.91,3:33.36,3:50.15,4:06.62,4:23.10,4:39.83,4:56.58,5:13.30,5:30.06,5:46.78,6:03.28,6:20.12,6:36.97,6:53.67,7:09.39,7:26.11,7:42.61,7:59.28,8:15.16,8:30.67,8:45.68,9:01.15,9:16.31,9:31.95,9:47.26,10:02.67,10:18.79,10:34.77,10:51.04,11:07.92,11:24.12,11:40.37,11:57.03,12:14.23,12:31.23,12:47.27,13:03.02,13:19.28,13:34.52
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,1.0,Zhusup SULAIMAN UULU,KGZ,26.0,15.80,32.43,49.59,1:07.00,1:24.81,1:41.90,1:58.95,2:16.42,2:34.24,2:52.14,3:10.11,3:28.28,3:46.53,4:04.67,4:22.58,4:40.74,4:59.05,5:17.15,5:35.03,5:52.79,6:10.95,6:28.77,6:46.40,7:03.99,7:21.80,7:39.90,7:57.65,8:15.61,8:33.58,8:51.72,9:09.62,9:27.74,9:45.42,10:03.49,10:21.28,10:39.25,10:57.28,11:15.45,11:33.84,11:51.69,12:09.80,12:28.31,12:46.54,13:04.56,13:22.78,13:41.36,13:58.62,14:15.91,14:31.99,14:47.40
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Biniam MEHARY,ETH,19.0,16.55,34.92,52.04,1:09.79,1:28.04,1:46.65,2:04.68,2:20.61,2:35.90,2:52.22,3:08.01,3:24.49,3:42.92,4:01.05,4:18.14,4:35.33,4:52.79,5:10.66,5:27.90,5:45.78,6:05.26,6:24.63,6:43.68,7:02.46,7:20.62,7:37.73,7:54.65,8:10.70,8:27.10,8:43.24,8:59.98,9:16.24,9:31.73,9:46.12,10:01.66,10:17.17,10:32.78,10:48.08,11:03.04,11:17.09,11:31.73,11:46.81,12:01.45,12:16.60,12:31.75,12:46.33,13:00.58,13:14.24,13:28.09,13:41.52
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Jimmy GRESSIER,FRA,28.0,17.82,36.30,53.96,1:11.67,1:29.15,1:47.61,2:05.97,2:22.57,2:38.65,2:53.75,3:09.24,3:25.29,3:43.36,4:01.42,4:18.54,4:35.66,4:53.04,5:11.00,5:28.22,5:45.95,6:05.39,6:24.41,6:42.95,7:01.82,7:19.80,7:37.29,7:54.15,8:10.49,8:26.86,8:43.18,8:59.82,9:16.22,9:32.12,9:46.78,10:02.17,10:17.58,10:33.30,10:48.58,11:03.72,11:18.28,11:33.20,11:47.74,12:02.27,12:16.88,12:31.89,12:46.47,13:00.81,13:14.63,13:28.31,13:41.64
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Birhanu BALEW,BRN,30.0,17.37,35.47,52.96,1:10.66,1:28.63,1:46.44,2:04.53,2:20.24,2:35.80,2:51.85,3:07.44,3:24.02,3:42.76,4:00.90,4:17.90,4:35.10,4:52.59,5:10.42,5:27.68,5:45.57,6:05.05,6:24.54,6:43.53,7:02.39,7:20.51,7:37.86,7:54.67,8:11.11,8:27.46,8:43.51,9:00.00,9:16.44,9:32.36,9:47.15,10:02.60,10:17.90,10:33.67,10:48.49,11:03.70,11:17.84,11:31.99,11:47.01,12:01.65,12:16.80,12:31.98,12:46.55,13:00.97,13:14.94,13:28.66,13:41.75
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,George MILLS,GBR,26.0,17.34,35.93,53.60,1:11.31,1:29.08,1:47.84,2:06.25,2:23.12,2:39.39,2:55.18,3:10.97,3:26.93,3:44.15,4:02.33,4:19.81,4:36.60,4:53.94,5:11.73,5:29.08,5:46.71,6:06.01,6:25.46,6:44.38,7:03.09,7:21.28,7:38.43,7:55.52,8:10.68,8:27.00,8:42.57,8:59.21,9:15.44,9:30.74,9:46.07,10:01.45,10:16.92,10:32.57,10:48.20,11:03.71,11:18.11,11:33.10,11:47.17,12:01.83,12:16.66,12:31.76,12:46.38,13:00.68,13:14.44,13:28.17,13:41.76
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Valentin SOCA,URU,23.0,16.73,35.21,52.71,1:10.54,1:28.58,1:47.24,2:05.38,2:21.49,2:36.93,2:52.68,3:08.45,3:24.71,3:43.07,4:01.19,4:18.31,4:35.58,4:53.06,5:10.84,5:28.14,5:45.97,6:05.35,6:24.75,6:43.78,7:02.63,7:20.72,7:37.99,7:54.89,8:11.35,8:27.69,8:43.52,9:00.26,9:16.02,9:31.51,9:46.59,10:02.20,10:17.59,10:33.31,10:48.65,11:04.08,11:18.62,11:33.64,11:48.04,12:02.70,12:17.47,12:32.64,12:46.91,13:01.21,13:14.93,13:28.52,13:41.80
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Grant FISHER,USA,28.0,16.30,34.44,51.57,1:09.26,1:27.43,1:46.03,2:04.11,2:19.62,2:35.31,2:51.24,3:06.99,3:23.64,3:42.45,4:00.33,4:17.27,4:34.60,4:52.01,5:09.93,5:27.14,5:44.98,6:04.32,6:23.71,6:42.77,7:01.53,7:19.52,7:36.88,7:53.50,8:09.85,8:26.13,8:42.57,8:59.16,9:15.44,9:30.59,9:45.78,10:01.12,10:16.65,10:32.22,10:47.47,11:01.93,11:16.83,11:31.51,11:46.58,12:01.26,12:16.41,12:31.54,12:46.49,13:00.80,13:14.81,13:28.52,13:41.83
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Yann SCHRUB,FRA,30.0,16.17,34.69,51.84,1:09.58,1:27.69,1:46.28,2:04.29,2:20.03,2:35.54,2:51.57,3:07.28,3:23.82,3:42.54,4:00.58,4:17.63,4:34.85,4:52.33,5:10.16,5:27.42,5:45.32,6:04.79,6:24.11,6:43.42,7:02.19,7:20.48,7:37.15,7:54.03,8:10.36,8:26.74,8:43.02,8:59.58,9:16.08,9:31.40,9:46.25,10:01.68,10:17.26,10:32.89,10:48.27,11:03.32,11:17.90,11:32.65,11:47.41,12:02.30,12:17.07,12:32.05,12:46.75,13:01.04,13:15.05,13:28.97,13:42.00
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Jakob INGEBRIGTSEN,NOR,25.0,17.74,36.21,53.98,1:11.81,1:29.58,1:48.17,2:06.74,2:23.61,2:39.92,2:55.63,3:11.35,3:27.40,3:44.48,4:02.56,4:20.02,4:36.80,4:54.14,5:11.72,5:29.19,5:46.78,6:06.03,6:25.03,6:44.00,7:02.82,7:20.96,7:38.14,7:55.13,8:11.65,8:27.94,8:43.71,9:00.21,9:16.59,9:32.61,9:47.41,10:02.80,10:18.03,10:33.66,10:48.94,11:04.38,11:18.79,11:33.72,11:48.24,12:02.96,12:17.66,12:32.53,12:47.17,13:01.39,13:15.15,13:28.79,13:42.15
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Gulveer SINGH,IND,27.0,16.00,34.51,51.76,1:09.43,1:27.78,1:46.40,2:03.83,2:19.40,2:35.10,2:51.01,3:06.78,3:23.41,3:42.24,4:00.12,4:17.05,4:34.36,4:51.90,5:09.74,5:26.92,5:45.13,6:04.74,6:24.38,6:43.16,7:01.95,7:20.30,7:37.03,7:53.61,8:09.93,8:26.23,8:42.73,8:59.46,9:15.65,9:30.89,9:45.92,10:01.31,10:16.83,10:32.38,10:47.88,11:02.96,11:17.48,11:32.35,11:47.20,12:02.03,12:16.94,12:32.21,12:46.76,13:01.05,13:14.83,13:28.74,13:42.34
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Darragh MCELHINNEY,IRL,25.0,16.49,34.95,52.23,1:10.00,1:28.21,1:46.73,2:05.03,2:22.26,2:38.14,2:54.12,3:09.98,3:25.99,3:43.71,4:01.85,4:19.13,4:36.06,4:53.49,5:11.37,5:28.64,5:46.39,6:05.65,6:25.04,6:43.49,7:02.41,7:20.61,7:37.92,7:55.29,8:11.52,8:27.54,8:42.85,8:59.35,9:15.83,9:31.22,9:46.33,10:01.81,10:17.40,10:33.09,10:48.35,11:03.47,11:18.28,11:33.22,11:48.20,12:03.17,12:18.20,12:33.02,12:47.59,13:01.81,13:15.48,13:29.09,13:42.56
outdoor,,2025,19 September 2025,23,67,men,5000-metres,heats,2.0,Mohamed ABDILAAHI,GER,26.0,17.02,35.15,52.70,1:10.35,1:28.29,1:46.60,2:04.91,2:21.48,2:37.47,2:53.38,3:09.02,3:25.03,3:43.21,4:01.26,4:18.33,4:35.40,4:52.89,5:10.84,5:28.01,5:45.73,6:04.96,6:24.35,6:43.42,7:02.13,7:20.23,7:37.25,7:54.09,8:10.49,8:26.83,8:42.89,8:59.54,9:15.68,9:31.24,9:46.44,10:01.97,10:17.20,10:32.96,10:48.30,11:03.50,11:18.12,11:33.00,11:47.53,12:02.11,12:17.11,12:32.41,12:47.15,13:01.56,13:15.47,13:29.39,13:44.68
