COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M,5100M,5200M,5300M,5400M,5500M,5600M,5700M,5800M,5900M,6000M,6100M,6200M,6300M,6400M,6500M,6600M,6700M,6800M,6900M,7000M,7100M,7200M,7300M,7400M,7500M,7600M,7700M,7800M,7900M,8000M,8100M,8200M,8300M,8400M,8500M,8600M,8700M,8800M,8900M,9000M,9100M,9200M,9300M,9400M,9500M,9600M,9700M,9800M,9900M,10000M
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Letesenbet GIDEY,ETH,22.0,20.43,42.94,1:03.70,1:23.78,1:43.70,2:02.39,2:21.33,2:39.88,2:58.86,3:17.35,3:36.42,3:55.07,4:14.03,4:32.32,4:51.09,5:09.75,5:28.87,5:47.57,6:06.49,6:24.63,6:43.59,7:02.34,7:21.05,7:39.70,7:58.58,8:17.61,8:36.60,8:55.47,9:14.84,9:32.62,9:51.53,10:10.21,10:28.97,10:46.33,11:04.35,11:21.68,11:38.49,11:56.38,12:14.19,12:32.20,12:50.70,13:08.46,13:26.30,13:44.39,14:02.15,14:20.03,14:38.49,14:56.79,15:15.15,15:33.77,15:52.36,16:11.00,16:29.97,16:48.77,17:07.42,17:25.06,17:43.08,18:01.06,18:19.04,18:37.54,18:56.10,19:14.47,19:32.92,19:51.19,20:10.46,20:28.63,20:46.57,21:04.46,21:22.63,21:40.75,21:59.11,22:17.41,22:35.49,22:53.31,23:11.92,23:30.81,23:49.68,24:07.78,24:26.49,24:44.90,25:04.23,25:22.83,25:41.80,26:00.27,26:17.55,26:33.07,26:48.85,27:04.66,27:20.82,27:37.22,27:53.73,28:09.98,28:26.68,28:43.34,28:59.96,29:16.36,29:32.54,29:48.00,30:04.28,30:21.23
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Agnes Jebet TIROP,KEN,24.0,19.05,40.86,1:01.63,1:21.68,1:41.15,2:00.49,2:19.34,2:38.14,2:56.69,3:15.41,3:34.08,3:52.90,4:11.61,4:30.41,4:48.96,5:07.53,5:26.48,5:45.29,6:03.89,6:22.41,6:41.08,6:59.81,7:18.29,7:36.73,7:55.60,8:14.26,8:33.12,8:52.29,9:11.56,9:30.41,9:49.37,10:08.11,10:26.49,10:44.11,11:02.16,11:19.61,11:37.60,11:55.73,12:13.44,12:31.46,12:50.00,13:07.72,13:25.58,13:43.61,14:01.37,14:19.35,14:37.69,14:56.08,15:14.28,15:32.70,15:51.29,16:09.71,16:28.49,16:47.41,17:06.31,17:23.86,17:42.04,18:00.13,18:18.13,18:36.53,18:55.08,19:13.54,19:31.96,19:50.32,20:09.55,20:28.87,20:46.37,21:04.20,21:22.35,21:40.34,21:58.72,22:17.06,22:35.14,22:53.33,23:11.91,23:30.69,23:49.90,24:07.92,24:26.67,24:44.98,25:04.19,25:22.68,25:41.61,25:59.90,26:17.99,26:33.64,26:49.55,27:05.18,27:21.82,27:38.06,27:54.92,28:11.37,28:28.11,28:44.48,29:01.04,29:17.89,29:35.00,29:51.73,30:08.65,30:25.20
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Rosemary Monica WANJIRU,KEN,25.0,20.45,42.67,1:03.34,1:23.29,1:43.17,2:01.62,2:20.50,2:38.83,2:57.50,3:16.22,3:35.13,3:53.57,4:11.92,4:30.61,4:49.18,5:07.79,5:26.69,5:45.55,6:04.11,6:22.64,6:41.34,7:00.02,7:18.51,7:36.98,7:55.80,8:14.46,8:33.35,8:52.55,9:11.84,9:30.72,9:49.63,10:07.86,10:25.90,10:43.64,11:01.66,11:19.12,11:37.11,11:55.27,12:12.93,12:30.99,12:49.50,13:07.50,13:25.32,13:43.36,14:01.13,14:19.11,14:37.45,14:55.82,15:14.48,15:32.93,15:51.46,16:09.94,16:28.71,16:47.64,17:06.12,17:23.65,17:41.79,17:59.88,18:17.89,18:36.29,18:54.84,19:13.29,19:31.72,19:50.10,20:09.33,20:28.70,20:46.58,21:04.29,21:22.50,21:40.54,21:58.87,22:17.23,22:35.33,22:53.48,23:12.10,23:30.90,23:49.98,24:08.03,24:26.86,24:45.22,25:04.41,25:22.61,25:41.46,25:59.76,26:18.22,26:34.37,26:50.53,27:06.92,27:23.87,27:41.02,27:58.84,28:16.85,28:34.73,28:52.40,29:10.24,29:28.16,29:45.68,30:02.87,30:20.01,30:35.75
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Hellen OBIRI,KEN,30.0,20.18,42.48,1:03.10,1:23.08,1:42.98,2:01.36,2:20.28,2:38.57,2:57.26,3:16.00,3:34.96,3:53.69,4:12.52,4:31.23,4:49.92,5:08.50,5:27.43,5:45.93,6:04.46,6:22.90,6:41.54,7:00.28,7:18.76,7:37.25,7:56.05,8:14.70,8:33.57,8:52.77,9:11.86,9:30.21,9:49.18,10:07.92,10:26.24,10:43.86,11:01.91,11:19.37,11:37.36,11:55.52,12:13.16,12:31.20,12:49.74,13:07.28,13:25.14,13:43.11,14:00.91,14:18.91,14:37.31,14:55.62,15:14.31,15:33.39,15:51.94,16:10.39,16:29.15,16:48.08,17:06.77,17:24.27,17:42.46,18:00.53,18:18.61,18:37.01,18:55.57,19:13.99,19:32.43,19:50.80,20:10.00,20:28.18,20:45.93,21:03.81,21:21.92,21:39.89,21:58.29,22:16.65,22:34.69,22:52.92,23:11.54,23:30.34,23:49.51,24:07.94,24:26.73,24:45.08,25:04.48,25:22.97,25:42.03,26:00.07,26:17.80,26:33.33,26:49.23,27:05.37,27:21.63,27:38.35,27:55.52,28:12.79,28:30.48,28:48.19,29:06.89,29:25.37,29:43.83,30:02.25,30:19.58,30:35.82
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Senbere TEFERI,ETH,24.0,19.80,41.45,1:02.24,1:22.28,1:42.17,2:01.04,2:20.00,2:38.35,2:57.01,3:15.75,3:34.56,3:53.50,4:12.31,4:31.40,4:50.16,5:08.76,5:27.70,5:46.16,6:04.77,6:23.03,6:41.75,7:00.56,7:19.23,7:37.45,7:56.25,8:14.95,8:33.84,8:53.00,9:12.16,9:30.55,9:49.62,10:08.36,10:26.73,10:44.30,11:02.39,11:19.84,11:37.82,11:55.95,12:13.68,12:31.65,12:50.22,13:07.91,13:25.81,13:43.86,14:01.58,14:19.54,14:37.94,14:56.33,15:14.71,15:33.12,15:51.70,16:10.13,16:28.94,16:47.85,17:06.54,17:24.08,17:42.22,18:00.31,18:18.38,18:36.78,18:55.32,19:13.77,19:32.16,19:50.56,20:09.76,20:28.42,20:46.13,21:04.03,21:22.12,21:40.11,21:58.48,22:16.85,22:34.92,22:53.09,23:11.71,23:30.50,23:49.69,24:08.22,24:27.05,24:45.20,25:04.43,25:22.85,25:41.81,26:00.25,26:18.28,26:34.32,26:51.39,27:09.08,27:27.06,27:45.50,28:03.55,28:21.64,28:39.89,28:58.06,29:16.31,29:33.91,29:51.81,30:09.47,30:27.11,30:44.23
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Susan KRUMINS,NED,33.0,20.66,42.72,1:03.38,1:23.44,1:43.34,2:02.09,2:21.06,2:39.58,2:58.56,3:17.07,3:36.15,3:54.78,4:13.70,4:32.05,4:50.78,5:09.48,5:28.57,5:47.31,6:06.20,6:24.32,6:43.30,7:02.03,7:20.81,7:39.39,7:58.34,8:17.15,8:36.00,8:54.98,9:14.37,9:32.51,9:50.32,10:08.91,10:27.64,10:45.65,11:04.16,11:22.36,11:40.70,11:58.32,12:16.43,12:34.95,12:53.64,13:12.43,13:31.44,13:50.64,14:10.09,14:28.84,14:47.62,15:05.53,15:23.96,15:42.48,16:00.96,16:19.52,16:38.52,16:57.78,17:16.38,17:35.19,17:54.12,18:13.22,18:31.91,18:50.41,19:09.53,19:28.50,19:47.49,20:05.71,20:24.75,20:43.53,21:02.66,21:21.34,21:40.24,21:58.76,22:17.64,22:36.47,22:55.68,23:14.71,23:33.47,23:52.45,24:11.98,24:30.92,24:49.91,25:08.75,25:27.76,25:46.65,26:04.82,26:22.88,26:41.40,26:59.56,27:17.51,27:35.34,27:53.66,28:11.90,28:30.40,28:48.85,29:06.94,29:24.59,29:42.11,29:59.98,30:17.00,30:33.91,30:50.33,31:05.40
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Marielle HALL,USA,28.0,19.93,42.17,1:02.77,1:22.61,1:42.24,2:01.34,2:20.54,2:39.04,2:57.97,3:16.56,3:35.62,3:54.35,4:13.24,4:30.98,4:49.68,5:08.25,5:27.23,5:46.01,6:04.62,6:23.19,6:42.08,7:00.64,7:19.42,7:37.67,7:56.38,8:15.13,8:34.04,8:53.17,9:12.38,9:30.53,9:49.63,10:08.50,10:27.17,10:45.14,11:03.89,11:22.13,11:40.38,11:57.86,12:16.03,12:34.45,12:53.17,13:11.85,13:30.93,13:50.15,14:09.32,14:28.00,14:46.33,15:04.81,15:23.17,15:41.68,16:00.20,16:18.69,16:37.94,16:57.08,17:15.53,17:34.42,17:53.44,18:12.47,18:31.27,18:49.90,19:09.01,19:27.73,19:46.70,20:05.39,20:24.49,20:43.30,21:02.38,21:21.06,21:39.98,21:58.48,22:17.38,22:36.21,22:55.31,23:14.30,23:33.19,23:51.83,24:11.27,24:30.25,24:49.20,25:08.07,25:27.06,25:45.61,26:03.98,26:22.15,26:40.64,26:58.78,27:16.86,27:35.00,27:53.37,28:11.61,28:30.11,28:48.54,29:06.68,29:24.33,29:41.90,29:59.76,30:16.85,30:33.74,30:50.04,31:05.71
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Molly HUDDLE,USA,35.0,19.77,42.07,1:02.36,1:21.85,1:41.39,2:00.03,2:18.72,2:37.62,2:56.17,3:14.87,3:33.52,3:52.40,4:11.08,4:29.87,4:48.44,5:07.00,5:25.84,5:44.72,6:03.25,6:21.80,6:40.45,6:59.17,7:17.60,7:36.11,7:54.87,8:13.74,8:32.59,8:51.75,9:10.94,9:30.05,9:48.94,10:08.05,10:26.71,10:44.73,11:03.12,11:21.11,11:39.00,11:56.95,12:15.13,12:34.08,12:52.73,13:11.41,13:30.47,13:49.69,14:08.92,14:27.76,14:46.09,15:04.58,15:22.95,15:41.48,16:00.02,16:18.35,16:37.45,16:56.62,17:15.08,17:33.91,17:52.96,18:12.02,18:30.82,18:49.44,19:08.78,19:27.53,19:46.49,20:05.27,20:24.25,20:43.12,21:02.18,21:20.71,21:39.44,21:58.02,22:16.94,22:35.89,22:54.98,23:13.96,23:32.79,23:51.74,24:11.16,24:30.17,24:49.06,25:08.02,25:26.98,25:45.91,26:04.30,26:22.41,26:40.92,26:59.02,27:17.16,27:35.06,27:53.43,28:11.69,28:30.21,28:48.55,29:06.45,29:24.03,29:41.68,29:59.52,30:16.60,30:33.48,30:50.19,31:07.24
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Emily SISSON,USA,28.0,19.18,41.10,1:01.83,1:22.01,1:41.64,2:00.24,2:18.95,2:37.88,2:56.42,3:15.15,3:33.79,3:52.64,4:11.35,4:30.16,4:48.67,5:07.24,5:26.08,5:44.95,6:03.48,6:22.07,6:40.71,6:59.44,7:17.86,7:36.39,7:55.13,8:13.98,8:32.85,8:52.01,9:11.21,9:30.34,9:49.40,10:08.32,10:26.96,10:45.03,11:03.73,11:21.34,11:39.39,11:57.18,12:15.36,12:34.35,12:52.97,13:11.63,13:30.71,13:49.92,14:09.13,14:27.52,14:45.84,15:04.26,15:22.70,15:41.23,15:59.76,16:18.53,16:37.72,16:56.84,17:15.30,17:34.17,17:53.21,18:12.25,18:31.06,18:49.70,19:08.54,19:27.33,19:46.24,20:05.04,20:24.02,20:42.90,21:01.93,21:20.84,21:39.72,21:58.26,22:17.18,22:36.12,22:55.22,23:14.19,23:33.04,23:52.00,24:11.51,24:30.43,24:49.37,25:08.25,25:27.24,25:46.16,26:04.53,26:22.61,26:41.16,26:59.33,27:17.59,27:35.74,27:54.06,28:12.36,28:30.87,28:49.45,29:07.99,29:26.29,29:44.66,30:03.06,30:21.11,30:38.95,30:56.36,31:12.56
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Hitomi NIIYA,JPN,32.0,19.48,41.45,1:02.25,1:22.13,1:41.59,1:59.71,2:18.38,2:37.31,2:55.84,3:14.56,3:33.30,3:52.13,4:10.76,4:29.61,4:48.15,5:06.76,5:25.54,5:44.44,6:03.00,6:21.52,6:40.20,6:58.89,7:17.36,7:35.86,7:54.60,8:13.49,8:32.34,8:51.51,9:10.71,9:29.83,9:48.71,10:07.74,10:26.57,10:45.09,11:03.73,11:21.91,11:40.17,11:57.99,12:16.17,12:34.25,12:52.03,13:10.09,13:28.36,13:46.54,14:04.95,14:23.45,14:42.05,15:00.64,15:19.33,15:37.95,15:56.37,16:14.89,16:33.68,16:52.12,17:10.56,17:29.24,17:48.09,18:06.91,18:25.65,18:44.42,19:03.03,19:21.27,19:40.11,19:58.96,20:17.72,20:36.46,20:55.16,21:13.96,21:33.07,21:51.88,22:10.91,22:29.70,22:48.68,23:07.53,23:26.48,23:45.35,24:04.22,24:23.03,24:41.92,25:00.49,25:19.44,25:38.18,25:57.13,26:15.93,26:35.06,26:54.15,27:12.82,27:31.63,27:50.52,28:09.33,28:28.26,28:46.69,29:05.40,29:23.83,29:42.49,30:01.01,30:18.93,30:37.02,30:55.27,31:12.99
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Camille BUSCOMB,NZL,29.0,19.06,40.51,1:01.10,1:21.14,1:40.19,1:59.24,2:17.92,2:36.82,2:55.35,3:14.08,3:32.80,3:51.64,4:10.24,4:29.12,4:47.67,5:06.29,5:25.05,5:43.95,6:02.53,6:21.03,6:39.71,6:58.39,7:16.85,7:35.40,7:54.11,8:12.98,8:31.87,8:51.01,9:10.17,9:29.32,9:48.25,10:07.24,10:26.28,10:44.74,11:03.59,11:21.74,11:39.95,11:57.40,12:15.70,12:34.56,12:53.29,13:12.15,13:31.15,13:50.38,14:09.78,14:28.27,14:46.73,15:05.23,15:23.70,15:42.20,16:00.66,16:19.22,16:38.26,16:57.52,17:16.11,17:34.88,17:53.85,18:12.96,18:31.69,18:50.08,19:09.30,19:28.22,19:47.21,20:05.96,20:25.07,20:43.84,21:02.96,21:21.54,21:40.50,21:58.99,22:17.86,22:36.64,22:55.84,23:14.89,23:33.70,23:52.61,24:12.07,24:31.14,24:50.07,25:08.90,25:27.99,25:46.79,26:05.16,26:23.36,26:41.71,27:00.06,27:18.61,27:37.09,27:55.73,28:14.55,28:33.38,28:52.18,29:11.37,29:30.01,29:48.40,30:05.76,30:22.85,30:39.99,30:56.88,31:13.21
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Ellie PASHLEY,AUS,31.0,19.31,41.35,1:02.04,1:21.91,1:41.33,2:00.70,2:19.52,2:38.35,2:56.93,3:15.71,3:34.75,3:53.74,4:12.61,4:31.31,4:49.98,5:08.81,5:27.93,5:46.68,6:05.25,6:23.58,6:42.53,7:01.29,7:20.14,7:38.70,7:57.53,8:16.36,8:35.25,8:54.36,9:13.81,9:31.69,9:50.29,10:08.93,10:27.77,10:45.91,11:04.43,11:22.67,11:41.29,11:58.84,12:17.04,12:35.50,12:54.30,13:12.99,13:31.87,13:50.80,14:10.32,14:29.21,14:48.10,15:06.35,15:24.71,15:43.14,16:01.47,16:20.16,16:38.96,16:58.26,17:16.92,17:35.70,17:54.59,18:13.60,18:32.21,18:50.87,19:09.97,19:28.87,19:47.85,20:06.61,20:25.54,20:44.40,21:03.28,21:22.12,21:40.73,21:59.23,22:18.10,22:36.86,22:56.05,23:15.18,23:33.97,23:52.86,24:12.35,24:31.37,24:50.29,25:09.22,25:28.21,25:47.07,26:05.62,26:24.37,26:43.27,27:02.19,27:21.31,27:40.43,27:59.65,28:18.36,28:36.95,28:55.91,29:14.56,29:33.01,29:51.35,30:09.62,30:27.23,30:44.92,31:02.14,31:18.89
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Sinead DIVER,AUS,43.0,19.83,41.75,1:02.39,1:22.24,1:41.73,2:01.01,2:20.10,2:38.74,2:57.51,3:16.14,3:35.24,3:54.12,4:13.15,4:31.59,4:50.31,5:09.04,5:28.16,5:46.93,6:05.69,6:23.86,6:42.82,7:01.51,7:20.38,7:38.93,7:57.83,8:16.65,8:35.53,8:54.51,9:14.01,9:32.00,9:50.60,10:09.10,10:28.00,10:46.15,11:04.64,11:22.85,11:41.58,11:59.16,12:17.44,12:35.87,12:54.56,13:13.23,13:32.13,13:50.96,14:10.20,14:29.08,14:47.90,15:05.92,15:24.43,15:42.72,16:01.19,16:19.83,16:38.76,16:58.02,17:16.61,17:35.43,17:54.36,18:13.15,18:31.88,18:50.69,19:09.77,19:28.68,19:47.67,20:06.22,20:25.31,20:44.19,21:03.14,21:21.74,21:40.89,21:59.46,22:18.38,22:37.06,22:56.31,23:15.36,23:34.25,23:53.06,24:12.60,24:31.63,24:50.58,25:09.43,25:28.47,25:47.30,26:05.88,26:24.10,26:42.99,27:01.97,27:21.13,27:40.17,27:59.48,28:18.81,28:37.68,28:56.98,29:16.39,29:35.09,29:53.96,30:12.48,30:30.47,30:48.67,31:07.04,31:25.49
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Stephanie TWELL,GBR,30.0,19.55,41.24,1:01.93,1:21.42,1:40.43,1:59.53,2:18.15,2:37.09,2:55.60,3:14.34,3:33.08,3:51.87,4:10.50,4:29.37,4:47.91,5:06.51,5:25.31,5:44.22,6:02.82,6:21.28,6:39.98,6:58.64,7:17.09,7:35.64,7:54.38,8:13.23,8:32.13,8:51.27,9:10.44,9:29.57,9:48.51,10:07.50,10:26.37,10:44.89,11:03.33,11:21.56,11:39.70,11:57.63,12:15.93,12:34.67,12:53.39,13:12.03,13:31.04,13:50.13,14:09.58,14:28.19,14:46.53,15:05.05,15:23.47,15:41.99,16:00.47,16:19.02,16:38.05,16:57.33,17:15.85,17:34.63,17:53.65,18:12.73,18:31.51,18:50.17,19:09.22,19:28.03,19:46.96,20:05.74,20:24.91,20:43.81,21:02.87,21:21.82,21:41.08,22:00.00,22:18.81,22:37.72,22:56.72,23:15.98,23:35.06,23:54.33,24:13.70,24:32.93,24:52.31,25:11.90,25:31.45,25:51.30,26:11.14,26:31.12,26:51.03,27:11.21,27:31.16,27:51.25,28:11.04,28:31.11,28:50.65,29:10.45,29:30.14,29:49.64,30:09.07,30:28.78,30:48.04,31:07.55,31:26.41,31:44.79
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Stella CHESANG,UGA,23.0,19.33,41.57,1:02.41,1:22.38,1:42.00,2:01.20,2:20.39,2:38.98,2:57.73,3:16.39,3:35.37,3:53.91,4:12.72,4:30.89,4:49.45,5:08.06,5:27.00,5:45.80,6:04.39,6:23.05,6:42.01,7:00.84,7:19.60,7:37.99,7:56.86,8:15.59,8:34.52,8:53.59,9:12.94,9:31.14,9:50.09,10:08.74,10:27.36,10:45.34,11:02.95,11:20.77,11:39.20,11:57.79,12:16.61,12:35.31,12:54.02,13:12.72,13:31.69,13:49.93,14:09.48,14:28.59,14:47.38,15:06.37,15:25.41,15:44.27,16:03.32,16:22.52,16:41.67,17:00.88,17:20.23,17:39.67,17:59.36,18:18.94,18:38.57,18:58.32,19:18.34,19:38.13,19:57.81,20:17.48,20:37.44,20:57.33,21:17.06,21:36.88,21:56.84,22:16.86,22:36.70,22:56.67,23:16.84,23:36.94,23:57.08,24:17.09,24:37.12,24:57.00,25:16.93,25:36.90,25:57.18,26:17.30,26:37.49,26:57.50,27:17.83,27:37.87,27:57.84,28:17.77,28:37.72,28:57.50,29:17.61,29:37.65,29:58.07,30:18.06,30:38.23,30:58.31,31:18.03,31:37.12,31:56.28,32:15.20
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Natasha WODAK,CAN,38.0,19.55,41.70,1:02.65,1:22.79,1:42.67,2:01.75,2:20.84,2:39.37,2:58.31,3:16.93,3:35.87,3:54.53,4:13.52,4:31.93,4:50.91,5:09.34,5:28.29,5:47.03,6:05.79,6:23.97,6:42.96,7:01.65,7:20.50,7:39.20,7:58.17,8:17.37,8:36.31,8:55.22,9:14.59,9:33.01,9:51.80,10:10.45,10:29.31,10:47.50,11:06.12,11:25.03,11:43.66,12:02.68,12:21.92,12:41.19,13:00.28,13:20.14,13:39.97,13:59.80,14:19.47,14:39.42,14:59.27,15:19.03,15:38.88,15:58.28,16:17.79,16:37.68,16:56.73,17:16.73,17:36.51,17:56.46,18:16.21,18:36.24,18:55.95,19:15.75,19:35.42,19:55.55,20:15.69,20:35.79,20:55.56,21:15.61,21:35.59,21:55.72,22:15.86,22:36.05,22:55.95,23:15.96,23:35.93,23:56.36,24:16.40,24:36.62,24:56.69,25:17.19,25:37.21,25:57.04,26:16.76,26:36.32,26:56.22,27:16.36,27:36.30,27:56.40,28:16.30,28:36.33,28:56.10,29:16.75,29:36.86,29:57.01,30:16.74,30:36.37,30:56.64,31:16.50,31:35.37,31:54.44,32:12.64,32:31.19
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Rachael Zena CHEBET,UGA,23.0,19.34,40.91,1:01.71,1:21.64,1:41.16,2:00.55,2:19.42,2:38.12,2:56.74,3:15.49,3:34.31,3:53.20,4:11.87,4:30.83,4:49.59,5:08.45,5:27.51,5:46.27,6:04.90,6:23.27,6:41.87,7:00.38,7:18.97,7:37.70,7:56.51,8:15.24,8:34.12,8:53.20,9:12.47,9:30.91,9:49.80,10:08.41,10:27.29,10:44.87,11:03.48,11:21.92,11:40.72,11:58.97,12:17.76,12:36.68,12:55.77,13:15.19,13:34.66,13:54.24,14:14.31,14:34.38,14:54.27,15:14.17,15:34.18,15:54.30,16:14.35,16:34.32,16:54.35,17:14.29,17:34.21,17:54.29,18:14.58,18:34.77,18:55.01,19:15.05,19:35.31,19:55.31,20:15.52,20:35.54,20:55.97,21:15.91,21:36.17,21:56.14,22:16.67,22:37.01,22:57.67,23:18.27,23:39.02,23:59.82,24:20.72,24:40.97,25:01.61,25:22.00,25:42.30,26:02.47,26:22.93,26:43.20,27:03.77,27:24.08,27:44.36,28:04.81,28:25.24,28:45.17,29:05.83,29:26.02,29:45.96,30:05.81,30:25.92,30:45.96,31:05.85,31:25.89,31:45.75,32:05.05,32:24.04,32:41.93
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Minami YAMANOUCHI,JPN,27.0,19.81,41.92,1:02.86,1:22.51,1:42.41,2:00.73,2:19.71,2:38.56,2:57.23,3:15.92,3:35.02,3:53.92,4:12.87,4:31.66,4:50.62,5:08.96,5:27.95,5:46.52,6:05.36,6:23.60,6:42.69,7:01.29,7:20.09,7:38.56,7:57.32,8:16.16,8:35.01,8:54.12,9:13.54,9:32.42,9:51.25,10:09.92,10:28.85,10:47.70,11:06.55,11:25.70,11:44.91,12:04.41,12:24.23,12:44.15,13:04.29,13:24.29,13:44.38,14:04.69,14:25.27,14:45.52,15:05.67,15:25.58,15:45.97,16:06.17,16:26.39,16:46.23,17:06.44,17:26.67,17:46.61,18:06.84,18:27.21,18:47.49,19:07.59,19:27.78,19:48.17,20:08.22,20:28.94,20:49.12,21:09.86,21:30.13,21:49.94,22:10.15,22:30.54,22:50.55,23:10.51,23:30.52,23:49.91,24:07.62,24:26.45,24:46.81,25:07.94,25:28.29,25:48.59,26:09.61,26:30.45,26:51.45,27:12.27,27:32.23,27:52.34,28:12.27,28:32.78,28:53.37,29:14.19,29:34.70,29:55.25,30:15.05,30:35.72,30:56.47,31:16.77,31:36.90,31:56.55,32:15.54,32:34.97,32:53.46
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Juliet CHEKWEL,UGA,29.0,19.24,41.23,1:02.15,1:22.08,1:41.89,2:00.88,2:19.84,2:38.78,2:57.73,3:16.30,3:35.41,3:54.13,4:12.97,4:31.45,4:50.38,5:09.01,5:27.99,5:46.76,6:05.50,6:23.48,6:42.41,7:00.95,7:19.74,7:38.29,7:57.06,8:15.85,8:34.77,8:53.87,9:13.31,9:31.89,9:50.63,10:09.37,10:28.33,10:46.82,11:05.47,11:24.19,11:43.37,12:02.41,12:21.83,12:41.42,13:00.80,13:20.37,13:40.17,14:00.06,14:19.70,14:39.71,14:59.40,15:18.77,15:38.64,15:58.55,16:18.10,16:37.97,16:57.98,17:18.08,17:38.29,17:58.75,18:19.51,18:40.34,19:01.18,19:22.00,19:43.31,20:04.41,20:25.54,20:46.57,21:08.05,21:29.54,21:50.60,22:11.21,22:32.36,22:53.16,23:13.83,23:34.69,23:56.12,24:17.44,24:38.85,25:00.14,25:20.85,25:41.87,26:02.97,26:24.02,26:45.11,27:06.66,27:28.49,27:49.78,28:11.46,28:32.44,28:53.62,29:14.97,29:37.22,29:59.04,30:20.54,30:41.63,31:03.71,31:25.03,31:46.07,32:07.49,32:28.57,32:49.37,33:09.39,33:28.18
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Joshua CHEPTEGEI,UGA,23.0,16.91,32.21,48.29,1:04.82,1:21.25,1:38.00,1:54.45,2:10.86,2:27.41,2:43.98,3:00.49,3:16.83,3:33.32,3:49.74,4:06.08,4:22.19,4:38.35,4:54.82,5:11.37,5:27.47,5:43.66,6:00.14,6:16.58,6:33.16,6:49.74,7:05.96,7:21.25,7:37.07,7:53.00,8:09.15,8:25.39,8:41.23,8:57.64,9:14.20,9:30.73,9:47.33,10:03.80,10:20.24,10:36.77,10:52.87,11:09.21,11:25.19,11:41.09,11:56.81,12:13.20,12:29.07,12:45.62,13:02.16,13:18.43,13:34.13,13:50.00,14:05.42,14:21.41,14:38.02,14:54.59,15:11.05,15:27.32,15:43.23,15:59.53,16:16.13,16:32.51,16:48.98,17:05.11,17:21.38,17:37.86,17:53.65,18:09.71,18:25.53,18:41.33,18:57.22,19:14.22,19:30.77,19:46.90,20:02.69,20:18.95,20:34.91,20:51.05,21:07.33,21:23.88,21:40.33,21:56.39,22:12.18,22:28.48,22:44.70,23:01.07,23:17.13,23:33.36,23:49.35,24:05.02,24:20.79,24:36.29,24:51.73,25:07.11,25:22.46,25:37.82,25:52.98,26:07.27,26:20.53,26:34.24,26:48.36
